,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0
100.0,0.034106,0.033758,0.033439,0.03349,0.033469,0.033466,0.033469,0.033465,0.03344,0.033347,0.033355,0.033454,0.033388,None,None,None
120.0,0.034106,0.033762,0.033442,0.033496,0.033701,0.033463,0.03347,0.033469,0.033447,0.033343,0.033357,0.033452,0.033462,0.033446,0.033375,None
140.0,0.034107,0.03377,0.033443,0.033493,0.033514,0.033461,0.03347,0.033476,0.033446,0.033343,0.033357,0.033453,0.033463,0.03345,0.033375,0.033376
160.0,0.034105,0.033782,0.033457,0.03351,0.03352,0.033475,0.033482,0.033481,0.033393,0.033355,0.03337,0.033462,0.033478,0.033462,0.033387,0.033395
180.0,0.034105,0.03378,0.033457,0.03351,0.033529,0.033475,0.033482,0.03348,0.033394,0.033355,0.033371,0.033462,0.033478,0.03346,0.033388,0.033395
200.0,0.034097,0.033773,0.03345,0.033499,0.033514,0.033467,0.033473,0.033518,0.033442,0.033355,0.033367,0.033456,0.033472,0.033456,0.033382,0.033385
220.0,0.034096,0.033772,0.03345,0.033499,0.033509,0.033467,0.033472,0.03352,0.033441,0.033355,0.033367,0.033456,0.033472,0.033456,0.03338,0.033385
240.0,0.034096,0.033772,0.03345,0.033499,0.033513,0.033467,0.033472,0.03352,0.033441,0.033355,0.033367,0.033456,0.033473,0.033456,0.03338,0.033385
260.0,0.034099,0.033773,0.033451,0.033502,0.033508,0.033468,0.033477,0.03352,0.033444,0.033355,0.033368,0.033457,0.033474,0.033456,0.033383,0.033387
280.0,0.034099,0.033773,0.033451,0.033502,0.033509,0.033468,0.033477,0.03352,0.033444,0.033355,0.033368,0.033457,0.033474,0.033456,0.033383,0.033387
300.0,0.034099,0.033773,0.033452,0.033502,0.033507,0.033468,0.033477,0.03352,0.033443,0.033355,0.033369,0.033457,0.033474,0.033456,0.033383,0.033387
