    -39.4856411600,    -39.5106570650,    -39.4981225300,    -39.4991295150,    -39.5017218425,    -39.5012380175,    -39.5026849050,    -39.5022143800,    -39.5025687325,    -39.5027388375,    -39.5023058475,    -39.5024272875,    -39.5022409000,    -39.5023312850
    -39.4858245650,    -39.5106926300,    -39.4981838825,    -39.4991553175,    -39.5017403400,    -39.5012442875,    -39.5026908050,    -39.5022249200,    -39.5025718900,    -39.5027403775,    -39.5023074775,    -39.5024269525,    -39.5022428825,    -39.5023299000
    -39.4863747850,    -39.5108001000,    -39.4983682475,    -39.4992354250,    -39.5017960575,    -39.5012885900,    -39.5026894650,    -39.5022661625,    -39.5025884150,    -39.5027391225,    -39.5022969850,    -39.5024237350,    -39.5022431400,    -39.5023278650
    -39.4867416300,    -39.5108718850,    -39.4984912250,    -39.4992984300,    -39.5018297225,    -39.5013119825,    -39.5026814425,    -39.5022974575,    -39.5026008050,    -39.5027312025,    -39.5022850175,    -39.5024222100,    -39.5022378175,    -39.5023281675
    -39.4869250075,    -39.5109078150,    -39.4985527950,    -39.4993335250,    -39.5018417200,    -39.5013187550,    -39.5026808150,    -39.5023136650,    -39.5026060150,    -39.5027243325,    -39.5022814550,    -39.5024221600,    -39.5022346575,    -39.5023292775
    -39.4872919175,    -39.5109796925,    -39.4986766375,    -39.4994060800,    -39.5018500925,    -39.5013322100,    -39.5026836775,    -39.5023450325,    -39.5026138025,    -39.5027095150,    -39.5022811400,    -39.5024231575,    -39.5022311025,    -39.5023328175
    -39.4891263575,    -39.5113392650,    -39.4993601075,    -39.4996837225,    -39.5017769750,    -39.5013636200,    -39.5026917200,    -39.5024279800,    -39.5026688000,    -39.5026361200,    -39.5023721000,    -39.5024372250,    -39.5022815925,    -39.5023545225
    -39.4909608525,    -39.5117004225,    -39.5001388675,    -39.4999496025,    -39.5017307425,    -39.5014223625,    -39.5026492275,    -39.5024355175,    -39.5026932925,    -39.5025929025,    -39.5024640900,    -39.5024513125,    -39.5023638375,    -39.5023908775
    -39.4927953450,    -39.5120157675,    -39.5007131475,    -39.5003604975,    -39.5016790075,    -39.5016109050,    -39.5025622000,    -39.5024375525,    -39.5026411425,    -39.5025556975,    -39.5024968900,    -39.5024625225,    -39.5024260700,    -39.5024300325
    -39.4946298950,    -39.5115961950,    -39.5008989450,    -39.5008579625,    -39.5017033750,    -39.5018369025,    -39.5024827025,    -39.5024592050,    -39.5025854200,    -39.5025377475,    -39.5025096375,    -39.5024838100,    -39.5024701075,    -39.5024686350
