      0.0002775000,      0.0004330000,      0.0002450000,      0.0003102500,      0.0001557500,      0.0000890000,      0.0001627500,      0.0001025000,      0.0001610000,      0.0001742500,      0.0001650000,      0.0001150000,      0.0001615000,      0.0001722500
      0.0002635000,      0.0003137500,      0.0001847500,      0.0002040000,      0.0001590000,      0.0000560000,      0.0001627500,      0.0001122500,      0.0001630000,      0.0001742500,      0.0001657500,      0.0001430000,      0.0001620000,      0.0001707500
      0.0002135000,      0.0002157500,      0.0001620000,      0.0001280000,      0.0001700000,      0.0001100000,      0.0001615000,      0.0001387500,      0.0001642500,      0.0001737500,      0.0001630000,      0.0001590000,      0.0001607500,      0.0001700000
      0.0002160000,      0.0001947500,      0.0001612500,      0.0001022500,      0.0001752500,      0.0001310000,      0.0001587500,      0.0001467500,      0.0001647500,      0.0001745000,      0.0001625000,      0.0001597500,      0.0001612500,      0.0001680000
      0.0002027500,      0.0001942500,      0.0001630000,      0.0000985000,      0.0001777500,      0.0001355000,      0.0001582500,      0.0001495000,      0.0001650000,      0.0001750000,      0.0001620000,      0.0001597500,      0.0001612500,      0.0001672500
      0.0001805000,      0.0001955000,      0.0001667500,      0.0001002500,      0.0001820000,      0.0001397500,      0.0001582500,      0.0001537500,      0.0001642500,      0.0001762500,      0.0001610000,      0.0001602500,      0.0001615000,      0.0001670000
      0.0001547500,      0.0002070000,      0.0001735000,      0.0001327500,      0.0001797500,      0.0001532500,      0.0001615000,      0.0001612500,      0.0001627500,      0.0001677500,      0.0001607500,      0.0001657500,      0.0001625000,      0.0001650000
      0.0001500000,      0.0002142500,      0.0001767500,      0.0001435000,      0.0001750000,      0.0001537500,      0.0001642500,      0.0001632500,      0.0001630000,      0.0001650000,      0.0001630000,      0.0001652500,      0.0001637500,      0.0001640000
      0.0001505000,      0.0002317500,      0.0001825000,      0.0001505000,      0.0001712500,      0.0001575000,      0.0001645000,      0.0001632500,      0.0001635000,      0.0001642500,      0.0001637500,      0.0001640000,      0.0001635000,      0.0001635000
      0.0001540000,      0.0002150000,      0.0001852500,      0.0001565000,      0.0001687500,      0.0001612500,      0.0001637500,      0.0001630000,      0.0001632500,      0.0001632500,      0.0001632500,      0.0001632500,      0.0001630000,      0.0001630000
