 -39.50191, -39.50201, -39.50204, -39.50206, -39.50206, -39.50206, -39.50207, -39.50207, -39.50207, -39.50208, -39.50208
 -39.50191, -39.50201, -39.50204, -39.50205, -39.50206, -39.50206, -39.50207, -39.50207, -39.50207, -39.50207, -39.50207
 -39.50191, -39.50201, -39.50205, -39.50206, -39.50206, -39.50207, -39.50207, -39.50207, -39.50208, -39.50208, -39.50208
 -39.50191, -39.50201, -39.50205, -39.50206, -39.50206, -39.50207, -39.50207, -39.50207, -39.50208, -39.50208, -39.50208
 -39.50191, -39.50201, -39.50205, -39.50206, -39.50206, -39.50207, -39.50207, -39.50207, -39.50208, -39.50208, -39.50208
 -39.50191, -39.50201, -39.50205, -39.50206, -39.50206, -39.50207, -39.50207, -39.50208, -39.50208, -39.50208, -39.50208
 -39.50191, -39.50201, -39.50205, -39.50206, -39.50206, -39.50207, -39.50207, -39.50208, -39.50208, -39.50208, -39.50208
 -39.50191, -39.50201, -39.50205, -39.50206, -39.50206, -39.50207, -39.50207, -39.50208, -39.50208, -39.50208, -39.50208
 -39.50191, -39.50201, -39.50205, -39.50206, -39.50206, -39.50207, -39.50207, -39.50208, -39.50208, -39.50208, -39.50208
 -39.50191, -39.50201, -39.50205, -39.50206, -39.50206, -39.50207, -39.50207, -39.50208, -39.50208, -39.50208, -39.50208
 -39.50191, -39.50201, -39.50205, -39.50206, -39.50206, -39.50207, -39.50207, -39.50208, -39.50208, -39.50208, -39.50208
 -39.50191, -39.50201, -39.50205, -39.50206, -39.50207, -39.50207, -39.50207, -39.50208, -39.50208, -39.50208, -39.50208
