-537.42640,-537.42656,-537.42662,-537.42666,-537.42672,-537.42676,-537.42679
-537.42637,-537.42653,-537.42659,-537.42664,-537.42669,-537.42674,-537.42676
-537.42642,-537.42658,-537.42663,-537.42668,-537.42674,-537.42678,-537.42681
-537.42643,-537.42658,-537.42664,-537.42669,-537.42675,-537.42679,-537.42682
-537.42644,-537.42660,-537.42665,-537.42670,-537.42676,-537.42680,-537.42683
-537.42644,-537.42660,-537.42666,-537.42671,-537.42677,-537.42681,-537.42684
-537.42645,-537.42660,-537.42666,-537.42671,-537.42677,-537.42681,-537.42684
-537.42645,-537.42661,-537.42667,-537.42671,-537.42677,-537.42681,-537.42684
-537.42645,-537.42661,-537.42667,-537.42672,-537.42677,-537.42682,-537.42684
-537.42645,-537.42661,-537.42667,-537.42672,-537.42677,-537.42682,-537.42684
-537.42645,-537.42661,-537.42667,-537.42672,-537.42678,-537.42682,-537.42684
